F S UID          PID    PPID  C PRI  NI ADDR SZ WCHAN  STIME TTY          TIME CMD
1 I root       27639       2  0  60 -20 -     0 rescue 05:16 ?        00:00:00 [xfsalloc]
1 I root       27640       2  0  60 -20 -     0 rescue 05:16 ?        00:00:00 [xfs_mru_cache]
1 S root       27644       2  0  80   0 -     0 jfsIOW 05:16 ?        00:00:00 [jfsIO]
1 S root       27645       2  0  80   0 -     0 jfs_la 05:16 ?        00:00:00 [jfsCommit]
1 S root       27646       2  0  80   0 -     0 jfs_la 05:16 ?        00:00:00 [jfsCommit]
1 S root       27647       2  0  80   0 -     0 jfs_la 05:16 ?        00:00:00 [jfsCommit]
1 S root       27648       2  0  80   0 -     0 jfs_la 05:16 ?        00:00:00 [jfsCommit]
1 S root       27649       2  0  80   0 -     0 jfs_sy 05:16 ?        00:00:00 [jfsSync]
4 S root       31276       1  3  80   0 - 298588 futex_ 05:24 ?       00:09:04 /usr/bin/containerd
0 S root       31443       2  0  80   0 -   622 pipe_w 05:24 ?        00:00:00 bpfilter_umh
1 S root       34046       2  0  60 -20 -     0 kthrea 07:13 ?        00:00:00 [loop5]
4 S root       34081       1  0  80   0 - 366626 futex_ 07:15 ?       00:01:10 /usr/lib/snapd/snapd
1 S root       34267       2  0  60 -20 -     0 kthrea 07:15 ?        00:00:00 [loop6]
1 S root       34386       2  0  60 -20 -     0 kthrea 07:16 ?        00:00:00 [loop7]
1 S root       34512       2  0  60 -20 -     0 kthrea 07:16 ?        00:00:00 [loop8]
1 S root       34674       2  0  60 -20 -     0 kthrea 07:18 ?        00:00:00 [loop9]
4 S systemd+   35577       1  0  80   0 -  4682 ep_pol 08:26 ?        00:00:00 /lib/systemd/systemd-networkd
4 S root       35834       1  0  80   0 - 94829 poll_s 09:07 ?        00:00:01 /usr/libexec/fwupd/fwupd
5 S root       38760       1  0  76  -4 -  2839 ep_pol 09:19 ?        00:00:00 /sbin/auditd
1 S root       38795       2  0  80   0 -     0 prune_ 09:19 ?        00:00:00 [audit_prune_tre]
1 I root       38981       2  0  80   0 -     0 worker 09:31 ?        00:00:01 [kworker/1:2-rcu_par_gp]
1 I root       39365       2  0  80   0 -     0 worker 09:41 ?        00:00:07 [kworker/0:2-events]
1 I root       39379       2  0  80   0 -     0 worker 09:41 ?        00:00:06 [kworker/2:3-mm_percpu_wq]
1 I root       39473       2  0  80   0 -     0 worker 09:42 ?        00:00:04 [kworker/3:3-events]
0 S g4rb3n     39494     836  0  80   0 - 353563 poll_s 09:43 ?       00:00:01 /usr/bin/nautilus --gapplication-service
1 I root       39544       2  0  80   0 -     0 worker 09:44 ?        00:00:08 [kworker/1:4-events]
4 S root       40937       1  0  80   0 - 273645 futex_ 09:45 ?       00:00:02 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
4 S root       41241       1  0  80   0 -  3122 hrtime 09:45 ?        00:00:00 /usr/sbin/cron -f
1 I root       41445       2  0  80   0 -     0 worker 09:45 ?        00:00:00 [kworker/2:5-rcu_par_gp]
4 S root       41559       1  0  80   0 -  3044 poll_s 09:45 ?        00:00:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
4 S systemd+   41563       1  0  80   0 - 22612 ep_pol 09:45 ?        00:00:00 /lib/systemd/systemd-timesyncd
4 S root       41574       1  0  80   0 -  7812 ep_pol 09:45 ?        00:00:00 /usr/sbin/cupsd -l
4 S whoopsie   41575       1  0  80   0 - 63389 poll_s 09:45 ?        00:00:00 /usr/bin/whoopsie -f
4 S lp         41576   41574  0  80   0 -  3833 pipe_w 09:45 ?        00:00:00 /usr/lib/cups/notifier/dbus dbus://
1 S root       41584     836  0  80   0 -  5009 wait_w 09:45 pts/0    00:00:02 rsync
1 S root       41595     836 99  80   0 - 609374 ep_pol 09:45 ?       02:05:47 ./kswapd0
0 S root       41685     836  0  80   0 -  3142 do_wai 09:46 pts/0    00:00:00 /bin/bash ./go
0 S root       41695   41685  0  80   0 -  2839 sigsus 09:46 pts/0    00:00:00 timeout 3h ./tsm -t 515 -f 1 -s 12 -S 10 -p 0 -d 1 p ip
0 S root       41696   41695  0  80   0 -  3142 do_wai 09:46 pts/0    00:00:00 /bin/bash ./tsm -t 515 -f 1 -s 12 -S 10 -p 0 -d 1 p ip
4 S root       41700   41696 11  80   0 - 1575863 futex_ 09:46 pts/0  00:03:42 /tmp/.X25-unix/c/lib/64/tsm --library-path /tmp/.X25-unix/c/lib/64/ /usr/sbin/httpd /tsm64 -t 515 -f 1 -s 12 -S 10 -p 0 -d 1 p ip
4 S root       42250       1  0  80   0 - 59775 poll_s 09:50 ?        00:00:00 /usr/lib/policykit-1/polkitd --no-debug
1 I root       42270       2  0  80   0 -     0 worker 09:50 ?        00:00:00 [kworker/u256:3-events_power_efficient]
1 I root       42283       2  0  80   0 -     0 worker 10:02 ?        00:00:00 [kworker/u256:1-events_power_efficient]
1 I root       42299       2  0  80   0 -     0 worker 10:03 ?        00:00:04 [kworker/3:0-events]
1 I root       42314       2  0  80   0 -     0 worker 10:07 ?        00:00:00 [kworker/u256:0-events_power_efficient]
1 I root       42327       2  0  80   0 -     0 worker 10:07 ?        00:00:00 [kworker/0:1-events]
1 I root       42395       2  0  80   0 -     0 worker 10:15 ?        00:00:00 [kworker/1:0]
1 I root       42416       2  0  80   0 -     0 worker 10:15 ?        00:00:00 [kworker/2:0]
1 I root       42419       2  0  80   0 -     0 worker 10:15 ?        00:00:00 [kworker/0:0-mm_percpu_wq]
1 I root       42420       2  0  80   0 -     0 worker 10:15 ?        00:00:00 [kworker/3:1-events]
1 I root       42432       2  0  80   0 -     0 worker 10:15 ?        00:00:00 [kworker/0:3-events]
1 I root       42433       2  0  80   0 -     0 worker 10:15 ?        00:00:00 [kworker/0:4-cgroup_destroy]
0 S g4rb3n     42481     836  3  80   0 - 109545 poll_s 10:18 ?       00:00:00 /usr/libexec/tracker-store
0 S g4rb3n     42488     836  5  99   - - 321118 poll_s 10:18 ?       00:00:00 /usr/libexec/tracker-extract
0 S g4rb3n     42503     836  0  80   0 - 59771 poll_s 10:18 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
0 S g4rb3n     42507     836  6  80   0 - 137387 poll_s 10:18 ?       00:00:00 /usr/libexec/goa-daemon
0 S g4rb3n     42519     836  1  80   0 - 80480 poll_s 10:18 ?        00:00:00 /usr/libexec/goa-identity-service
4 S root       42529    1565  0  80   0 -  3765 poll_s 10:18 pts/0    00:00:00 sudo ./malbox.sh
4 S root       42530   42529  0  80   0 -  3175 do_wai 10:18 pts/0    00:00:00 /bin/bash ./malbox.sh
4 R root       42552   42530  0  80   0 -  3644 -      10:18 pts/0    00:00:00 ps -elf
